frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
38;0;2.116;0.98;1;0.2;0.21;3.29;0;0;0.5;0;0;0;0.24;0;0.14;0;0.02;0.06;0.49;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
39;0;2.171;0.98;1;0.11;0.14;3.32;0;0;0.45;0;0;0;0.3;0;0.11;0;0;0.03;0.43;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
40;0;2.213;0.98;1;0.17;0.05;3.31;0;0;0.53;0;0;0;0.22;0;0.16;0;0.04;0.01;0.34;0.07;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
41;0;2.252;0.98;1;0.24;0.04;3.23;0;0;0.44;0;0;0;0.16;0;0.18;0;0.04;0.09;0.35;0.07;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
42;0;2.314;0.98;1;0.31;0.02;3.15;0;0;0.37;0;0;0;0.06;0;0.17;0;0.04;0.2;0.36;0.07;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
43;0;2.343;0.98;1;0.21;0.02;3.07;0;0;0.23;0;0;0;0.09;0;0.14;0;0;0.21;0.38;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
44;0;2.381;0.98;1;0.15;0.06;3.1;0;0;0.33;0;0;0;0.06;0;0.13;0;0;0.18;0.32;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
45;0;2.443;0.98;1;0.11;0.16;3.22;0;0;0.4;0;0;0;0.09;0;0.14;0;0.01;0.14;0.28;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
46;0;2.475;0.98;1;0.2;0.19;3.26;0;0;0.48;0;0;0;0.07;0;0.17;0;0.02;0.17;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
47;0;2.509;0.98;1;0.23;0.13;3.26;0;0;0.59;0;0;0;0.15;0;0.23;0;0.02;0.19;0.37;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
48;0;2.573;0.98;1;0.26;0.03;3.15;0;0;0.69;0;0;0;0.18;0;0.18;0;0.02;0.2;0.34;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
49;0;2.635;0.98;1;0.23;0;3.13;0;0;0.73;0;0;0;0.21;0;0.13;0;0.03;0.25;0.35;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
50;0;2.672;0.98;1;0.26;0.04;3.06;0;0;0.81;0;0;0;0.23;0;0.09;0;0.03;0.19;0.24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
51;0;2.703;0.98;1;0.2;0.04;3.12;0;0;0.87;0;0;0;0.2;0;0.15;0;0.08;0.11;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
52;0;2.782;0.98;1;0.17;0.04;3.18;0;0;0.92;0;0;0;0.22;0;0.2;0;0.11;0.02;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
53;0;2.842;0.98;1;0.11;0;3.22;0;0;0.66;0;0;0;0.1;0;0.14;0.01;0.16;0;0.28;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
54;0;2.875;0.98;1;0.08;0;3.19;0;0;0.53;0;0;0;0.11;0;0.1;0.01;0.12;0.03;0.32;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
55;0;2.907;0.98;1;0.18;0.09;3.19;0;0;0.32;0;0;0;0.13;0;0.09;0.01;0.07;0.03;0.31;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
56;0;2.974;0.98;1;0.27;0.17;3.23;0;0;0.28;0;0;0;0.19;0;0.14;0.01;0.03;0.03;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
57;0;3.032;0.98;1;0.38;0.22;3.34;0;0;0.31;0;0;0;0.2;0;0.12;0;0;0.21;0.35;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
58;0;3.067;0.98;1;0.23;0.16;3.31;0;0;0.29;0;0;0;0.19;0;0.08;0;0.01;0.21;0.38;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
59;0;3.099;0.98;1;0.11;0.09;3.42;0;0;0.33;0;0;0;0.16;0;0.17;0;0.01;0.23;0.47;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
60;0;3.166;0.98;1;0;0.04;3.45;0;0;0.18;0;0;0;0.17;0;0.32;0;0.01;0.04;0.41;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
61;0;3.225;0.98;1;0;0.01;3.41;0;0;0.15;0;0;0;0.16;0;0.3;0;0;0.14;0.46;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
62;0;3.259;0.98;1;0;0;3.29;0;0;0.29;0;0;0;0.22;0;0.23;0;0;0.13;0.35;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
63;0;3.308;0.98;1;0;0;3.18;0;0;0.49;0;0;0;0.23;0;0.17;0;0;0.16;0.34;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
64;0;3.339;0.98;1;0;0.04;3.22;0;0;0.67;0;0;0;0.23;0;0.23;0;0.03;0.08;0.32;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
65;0;3.375;0.98;1;0.08;0.04;3.1;0;0;0.59;0;0;0;0.13;0;0.2;0;0.05;0.13;0.29;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
66;0;3.437;0.98;1;0.18;0.04;2.96;0;0;0.43;0;0;0;0.06;0;0.18;0;0.07;0.13;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
67;0;3.488;0.98;1;0.32;0.13;3.09;0;0;0.54;0;0;0;0.05;0;0.19;0;0.07;0.11;0.18;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
68;0;3.519;0.98;1;0.24;0.13;3.15;0;0;0.61;0;0;0;0.11;0.06;0.26;0;0.09;0.04;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
69;0;3.563;0.98;1;0.14;0.13;3.22;0;0;0.69;0;0;0;0.15;0.09;0.29;0;0.08;0.01;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
70;0;3.594;0.98;1;0.06;0;3.08;0;0;0.75;0;0;0;0.1;0.09;0.22;0;0.05;0.02;0.19;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
71;0;3.627;0.98;1;0.17;0;3.15;0;0;0.84;0;0;0;0.04;0.03;0.1;0;0.02;0.03;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
72;0;3.664;0.98;1;0.17;0;3.17;0;0;0.83;0;0;0;0.06;0;0.02;0;0;0.04;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
73;0;3.709;0.98;1;0.11;0;3.14;0;0;0.67;0;0;0;0.1;0;0.03;0;0;0.05;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
74;0;3.74;0.98;1;0;0;3.19;0;0;0.49;0;0;0;0.1;0;0.1;0;0.01;0.04;0.33;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
75;0;3.77;0.98;1;0;0;3.3;0;0;0.49;0;0;0;0.05;0;0.17;0;0.03;0.02;0.16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
76;0;3.802;0.98;1;0.09;0;3.36;0;0;0.37;0;0;0;0.05;0;0.15;0;0.03;0.02;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
77;0;3.835;0.98;1;0.21;0.01;3.37;0;0;0.36;0;0;0;0.11;0;0.09;0;0.02;0.05;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
78;0;3.872;0.98;1;0.21;0.01;3.26;0;0;0.31;0;0;0;0.12;0;0.11;0;0;0.05;0.04;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
79;0;3.899;0.98;1;0.19;0.01;3.26;0;0;0.28;0;0;0;0.2;0;0.18;0;0;0.05;0.13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
80;0;3.964;0.98;1;0.16;0;3.24;0;0;0.22;0;0;0;0.22;0;0.25;0;0;0.02;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
81;0;4.024;0.98;1;0.16;0;3.26;0;0;0.15;0;0;0;0.26;0;0.19;0;0;0.07;0.27;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
82;0;4.06;0.98;1;0.22;0;3.24;0;0;0.16;0;0;0;0.18;0;0.12;0.04;0;0.05;0.19;0.02;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
83;0;4.091;0.98;1;0.14;0;3.15;0;0;0.31;0;0;0;0.17;0;0.07;0.04;0;0.05;0.12;0.14;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
84;0;4.175;0.98;1;0.18;0;3.16;0;0;0.41;0;0;0;0.24;0;0.03;0.1;0;0;0.03;0.14;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
85;0;4.239;0.98;1;0.05;0;3.07;0.03;0;0.38;0;0;0;0.19;0;0.06;0.06;0;0;0.02;0.13;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
86;0;4.301;0.98;1;0.05;0;2.96;0.03;0;0.24;0;0;0;0.18;0;0.04;0.09;0;0.02;0.02;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
87;0;4.363;0.98;1;0;0;2.78;0.03;0;0.18;0;0;0;0.15;0;0.03;0.1;0;0.04;0.04;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
88;0;4.397;0.98;1;0;0;2.79;0;0;0.27;0;0;0;0.22;0;0;0.1;0.03;0.12;0.07;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
89;0;4.428;0.98;1;0;0;2.95;0;0;0.2;0;0;0;0.21;0;0.07;0.07;0.03;0.13;0.08;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
90;0;4.494;0.98;1;0;0;3.15;0;0;0.17;0;0;0;0.23;0;0.2;0.01;0.03;0.11;0.04;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
91;0;4.561;0.98;1;0;0;3.18;0;0;0.17;0;0;0;0.26;0.02;0.26;0.04;0;0.04;0.01;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
92;0;4.637;0.98;1;0;0;3.09;0;0;0.28;0;0;0;0.23;0.02;0.22;0.03;0;0.01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
93;0;4.698;0.98;1;0;0;3.16;0;0;0.44;0;0;0;0.21;0.03;0.22;0.03;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
94;0;4.766;0.98;1;0;0;3.31;0;0;0.58;0;0;0;0.16;0.04;0.25;0.03;0;0.04;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
95;0;4.822;0.98;1;0;0;3.37;0;0;0.67;0.01;0;0;0.22;0.04;0.22;0.03;0;0.04;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
96;0;4.852;0.98;1;0;0;3.26;0;0;0.73;0.03;0;0;0.23;0.04;0.19;0.03;0;0.1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
97;0;4.892;0.98;1;0;0;3.11;0.02;0;0.78;0.03;0.02;0;0.24;0;0.22;0;0;0.16;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
98;0;4.922;0.98;1;0;0;3.2;0.02;0;0.76;0.03;0.05;0;0.2;0.02;0.24;0.07;0;0.32;0.02;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
99;0;4.958;0.98;1;0;0;3.31;0.02;0;0.56;0;0.05;0;0.13;0.05;0.27;0.07;0;0.45;0.02;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
100;0;5.022;0.98;1;0;0;3.42;0;0;0.46;0;0.04;0;0.05;0.1;0.23;0.07;0;0.54;0.02;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
101;0;5.078;0.98;1;0;0;3.36;0;0;0.48;0;0.01;0;0.01;0.09;0.23;0.14;0;0.43;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
102;0;5.118;0.98;1;0;0;3.27;0.07;0;0.44;0;0.01;0;0.09;0.06;0.24;0.25;0;0.35;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
103;0;5.165;0.98;1;0;0;3.14;0.15;0;0.35;0.01;0;0;0.18;0.01;0.31;0.38;0;0.23;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
104;0;5.199;0.98;1;0;0;3.16;0.15;0;0.34;0.02;0;0;0.24;0.04;0.36;0.31;0;0.24;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
105;0;5.23;0.98;1;0;0;3.18;0.08;0;0.53;0.02;0.03;0;0.16;0.04;0.3;0.19;0;0.22;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;Disgust
106;0;5.291;0.98;1;0;0;3.21;0.01;0;0.63;0.01;0.03;0;0.07;0.04;0.22;0.11;0;0.26;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;Disgust
107;0;5.318;0.98;1;0;0;3.12;0.01;0;0.62;0;0.03;0;0;0;0.32;0.08;0.04;0.2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
108;0;5.354;0.98;1;0;0;3.08;0.01;0;0.49;0;0.01;0;0.04;0;0.46;0.13;0.06;0.11;0.02;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
109;0;5.385;0.98;1;0;0;3.07;0;0;0.52;0.01;0;0;0.04;0;0.56;0.09;0.06;0.02;0.02;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
110;0;5.421;0.93;1;0;0;3.09;0;0;0.57;0.01;0;0;0.04;0;0.55;0.1;0.03;0.02;0.02;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
111;0;5.453;0.93;1;0;0;3.25;0;0;0.71;0.01;0;0;0;0;0.43;0.05;0.05;0.06;0.01;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
112;0;5.484;0.98;1;0;0;3.26;0;0;0.7;0;0;0;0.02;0;0.34;0.07;0.13;0.05;0.03;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
113;0;5.566;0.98;1;0;0;3.23;0;0;0.63;0;0;0;0.03;0;0.23;0.1;0.21;0.04;0.03;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
114;0;5.623;0.98;1;0;0;3.08;0;0;0.66;0;0;0;0.03;0;0.26;0.1;0.16;0.04;0.08;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
115;0;5.656;0.98;1;0;0;3.24;0;0;0.56;0;0;0;0.05;0;0.4;0.08;0.11;0.04;0.12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
116;0;5.692;0.98;1;0;0;3.28;0;0;0.54;0;0;0;0.08;0;0.39;0;0.06;0.04;0.12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
117;0;5.758;0.98;1;0;0;3.24;0.02;0;0.34;0;0;0;0.11;0;0.37;0;0.11;0;0.06;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
118;0;5.815;0.98;1;0;0;3.08;0.02;0;0.53;0;0.01;0;0.08;0;0.28;0.05;0.14;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
119;0;5.851;0.98;1;0;0;3.06;0.02;0;0.62;0;0.01;0;0.03;0;0.22;0.06;0.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
120;0;5.883;0.98;1;0;0;3.07;0;0;0.7;0;0.01;0;0;0;0.12;0.07;0.04;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
121;0;5.919;0.98;1;0;0;3.1;0;0;0.58;0;0;0;0.09;0.05;0.14;0.02;0;0;0.05;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
122;0;5.964;0.98;1;0;0;3.08;0;0;0.43;0;0;0;0.14;0.05;0.22;0;0.05;0;0.06;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
123;0;6.029;0.98;1;0;0;3.08;0;0;0.3;0;0;0;0.22;0.05;0.34;0;0.12;0;0.11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
124;0;6.086;0.98;1;0;0;3.09;0;0;0.32;0;0;0;0.22;0;0.32;0.1;0.23;0;0.13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
125;0;6.124;0.98;1;0;0;3.1;0;0;0.54;0;0;0;0.17;0;0.37;0.1;0.2;0;0.18;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
126;0;6.158;0.98;1;0;0;3.19;0;0;0.77;0;0;0;0.21;0.03;0.44;0.21;0.18;0;0.13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
127;0;6.223;0.98;1;0;0;3.21;0;0;0.83;0.02;0;0;0.12;0.03;0.53;0.19;0.15;0;0.07;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
128;0;6.284;0.98;1;0;0;3.19;0;0;0.57;0.02;0;0;0.12;0.08;0.52;0.19;0.17;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
129;0;6.346;0.98;1;0;0;3.13;0;0;0.42;0.02;0;0;0;0.1;0.5;0.08;0.16;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
130;0;6.389;0.98;1;0.01;0;3.08;0;0;0.23;0;0;0;0.02;0.1;0.42;0;0.11;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
131;0;6.423;0.98;1;0.01;0;3.18;0;0;0.6;0;0;0;0.12;0.05;0.45;0;0.07;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
132;0;6.494;0.98;1;0.01;0;3.19;0;0;0.73;0;0;0;0.12;0;0.44;0.1;0.05;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
133;0;6.556;0.98;1;0;0;3.17;0.03;0;0.82;0;0;0;0.23;0;0.47;0.23;0.02;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
134;0;6.619;0.98;1;0;0;3.11;0.08;0;0.59;0;0;0;0.25;0;0.47;0.35;0.02;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
135;0;6.652;0.98;1;0;0;3.1;0.08;0;0.4;0;0;0;0.27;0;0.5;0.26;0.07;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
136;0;6.685;0.98;1;0;0;3.13;0.05;0;0.36;0.01;0;0;0.2;0;0.46;0.13;0.07;0;0.01;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
137;0;6.748;0.98;1;0;0;3.16;0;0;0.39;0.01;0;0;0.11;0;0.45;0.01;0.07;0;0.04;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
138;0;6.819;0.98;1;0;0;3.18;0;0;0.42;0.01;0;0;0.2;0;0.41;0.13;0;0;0.04;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
139;0;6.876;0.98;1;0;0;3.17;0;0;0.44;0.01;0;0;0.27;0;0.4;0.25;0.01;0;0.03;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
140;0;6.912;0.98;1;0;0;3.23;0;0;0.47;0.01;0;0;0.34;0;0.36;0.25;0.05;0.01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
141;0;6.957;0.98;1;0;0;3.32;0;0;0.63;0.01;0;0;0.39;0;0.38;0.12;0.05;0.13;0.11;0.09;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
142;0;7.02;0.98;1;0;0;3.39;0;0;0.76;0;0;0;0.46;0;0.44;0;0.04;0.17;0.21;0.17;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
143;0;7.074;0.98;1;0;0;3.35;0;0;0.52;0;0;0;0.42;0;0.44;0.08;0;0.15;0.21;0.31;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
144;0;7.111;0.98;1;0;0;3.24;0;0;0.44;0.07;0;0;0.39;0;0.37;0.22;0;0.18;0.1;0.25;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
145;0;7.147;0.98;1;0;0;3.19;0.02;0;0.36;0.15;0;0;0.38;0;0.31;0.41;0;0.28;0.01;0.2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
146;0;7.179;0.98;1;0;0;3.22;0.02;0;0.6;0.18;0.02;0;0.45;0;0.34;0.46;0;0.47;0.06;0.15;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
147;0;7.213;0.98;1;0;0;3.23;0.05;0;0.6;0.14;0.02;0;0.36;0.08;0.3;0.32;0;0.56;0.06;0.16;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
148;0;7.275;0.98;1;0;0;3.23;0.07;0;0.6;0.1;0.02;0;0.23;0.16;0.22;0.18;0;0.66;0.05;0.18;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
149;0;7.319;0.98;1;0.03;0;3.21;0.11;0;0.5;0.07;0;0;0.17;0.16;0.1;0.05;0;0.63;0;0.2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
150;0;7.371;0.98;1;0.03;0;3.25;0.08;0;0.54;0.04;0.07;0;0.21;0.08;0.07;0.05;0;0.6;0.01;0.2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
151;0;7.423;0.98;1;0.03;0;3.32;0.05;0;0.63;0.02;0.08;0;0.26;0;0.11;0;0;0.55;0.01;0.16;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
152;0;7.457;0.98;1;0;0;3.33;0.01;0;0.84;0.02;0.08;0;0.3;0;0.12;0;0;0.64;0.01;0.19;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
153;0;7.489;0.98;1;0;0;3.18;0.01;0;0.87;0.03;0.01;0;0.24;0;0.1;0;0;0.57;0.09;0.18;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
154;0;7.549;0.98;1;0;0;3.03;0;0;0.81;0.03;0;0;0.16;0;0.09;0;0;0.47;0.09;0.25;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
155;0;7.607;0.98;1;0;0;2.82;0.03;0;0.64;0.07;0.02;0;0.15;0;0.09;0;0;0.33;0.17;0.11;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
156;0;7.642;0.98;1;0;0;2.71;0.03;0;0.47;0.05;0.03;0;0.21;0;0.13;0;0;0.22;0.18;0.11;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
157;0;7.674;0.98;1;0;0.01;2.57;0.03;0;0.31;0.04;0.03;0;0.26;0;0.1;0;0.03;0.16;0.26;0.12;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
158;0;7.708;0.98;1;0;0.01;2.42;0;0;0.36;0.01;0.06;0;0.16;0;0.07;0.06;0.1;0.18;0.19;0.21;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
159;0;7.742;0.98;1;0;0.01;2.36;0.09;0;0.29;0.01;0.04;0;0.07;0;0.03;0.12;0.12;0.33;0.13;0.3;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
160;0;7.804;0.98;1;0;0;2.34;0.16;0;0.24;0.01;0.04;0;0;0;0;0.18;0.12;0.42;0.12;0.39;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
161;0;7.841;0.98;1;0;0.11;2.27;0.16;0;0.16;0;0;0;0;0;0;0.11;0.07;0.33;0.21;0.46;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
162;0;7.883;0.98;1;0;0.26;2.18;0.06;0;0.23;0;0;0;0;0;0;0.11;0.05;0.27;0.34;0.44;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
163;0;7.917;0.98;1;0;0.74;2.09;0.05;0;0.21;0;0.07;0;0.03;0.07;0;0.05;0.11;0.16;0.38;0.41;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;Disgust
164;0;7.952;0.93;1;0;0.9;2.11;0.25;0;0.08;0;0.07;0;0.03;0.11;0;0.05;0.2;0.12;0.33;0.42;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
165;0;8.014;0.98;1;0;1.11;2.26;0.36;0;0;0;0.07;0;0.07;0.11;0;0;0.34;0.01;0.17;0.44;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
166;0;8.081;0.98;1;0;1.13;2.48;0.32;0;0.04;0;0.01;0;0.1;0.04;0;0;0.41;0;0.15;0.4;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
